Nr;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135
14.01.2016 06:00;4,01889;4,88081;38,042;10,6841;11,5216;20,1582;12,2039;4,34092;16,919;;33,4653;28,5818;28,1323;24,091;32,073;15,0117;24,3;15,0;42,8;12,1;2,3;;4,2;35,2;2,9;4,4;7,80504;7,4;4,8;5,8;4,0;8,8;9,8;6,7;10,94236;7,9;11,1;13,12;12,6;33,4621;3,19306;5,22691;18,2102;12,3782;12,18;6,37705;36,2689;15,222;19,9457;15,0597;8,89943;13,467;11,3466;7,25399;33,3325;11,5638;5,48659;3,679;3,733514;2,94;6,3;8,16;10,969149;5,1;10,5;9,996114;2,74;18,11;26,74;6,89;10,77;9,86698;10,3369;7,37302;7,0;4,4;;2,3;6,97937;4,77745;6,1143;;4,23292;5,73919;26,379;5,42363;6,4528;6,57118;2,48516;6,97058;2,18625;5,5008;2,07892;6,39609;3,72609;11,7;3,73564;9,6;1,4;8,0;5,7;26,4937;15,5196;20,8232;5,80616;13,267;6,63067;31,001;69,4667;19,4208;19,1025;13,2954;9,50264;30,5584;7,47592;4,98448;18,7458;6,70607;5,35773;1,28702;6,02299;3,61929;2,0;9,01322;4,10463;14,1851;5,94474;14,6977;13,1668;18,3614;26,7772;13,3505;6,4978;29,2584;10,4873
14.01.2016 07:00;6,14817;10,6915;40,387;19,7592;27,1476;22,7865;11,9462;7,18863;25,4551;;36,7838;41,8559;32,8377;37,3944;28,1115;20,4877;39,5;25,7;42,6;25,0;3,5;;4,1;41,7;2,3;5,3;5,7;12,9;5,2;7,8;4,8;11,1;15,1;8,7;17,46569;11,7;12,9;16,56;14,9;31,7308;5,32303;5,5105;22,7721;13,3979;21,8906;6,92994;64,2306;25,5691;30,9433;31,3478;12,1278;19,7012;12,1214;23,2812;57,1335;23,9515;8,49585;3,853;4,098732;3,34;8,694;11,16;17,624236;8,3;14,6;13,760461;3,94;47,81;33,44;15,99;19,27;23,8108;22,1263;13,1216;11,3;9,1;;4,1;7,80248;4,83789;9,14;;9,99232;10,6286;29,4447;8,92372;11,9522;15,1898;4,23805;11,9872;3,84062;9,95126;2,48908;13,3175;5,60035;16,0;23,0266;8,2;0,9;8,0;13,7;31,243;23,8915;36,9414;9,55347;23,0727;9,68403;31,7514;73,9381;26,8526;24,6393;15,4283;10,2962;32,2101;8,45104;5,10328;34,781;17,8446;8,87871;1,86704;11,2329;10,048;2,2;12,0811;4,85229;16,3786;10,1581;20,6177;21,8425;27,29;42,6179;16,2934;12,4362;;9,95727
14.01.2016 08:00;5,40901;14,7721;41,286;30,523;26,9026;38,6819;13,6883;8,48362;25,6602;;12,5604;50,8066;39,7133;70,5679;42,839;26,6821;48,2;36,6;42,5;36,2;3,6;;5,7;54,6;3,1;7,7;7,8;17,6;7,6;11,5;6,4;21,4;21,0;14,2;28,48457;21,3;20,8;22,05;26,3;44,7212;6,05528;7,00477;10,2053;16,5019;27,5653;8,86902;65,1961;37,1075;36,5845;39,4977;19,3079;17,6256;15,4186;46,7064;83,4411;32,9939;19,4589;3,882;4,763949;3,84;8,568;15,36;23,379322;9,0;17,7;20,524809;8,64;63,11;36,84;32,59;30,97;26,5773;28,5067;25,2277;14,6;14,8;0,66955;6,5;11,896;3,53667;9,0009;;14,3244;24,9904;33,3077;24,7462;22,1107;29,9432;12,4724;11,6711;6,2536;9,85754;2,12212;19,9627;;37,6;25,36;10,7;1,4;10,0;19,5;40,6651;20,8567;48,7182;18,1406;27,2287;33,1565;41,7528;81,5769;40,1484;30,6616;25,3047;11,797;43,7987;19,4275;5,39662;18,7538;37,5432;12,7735;2,69122;17,2215;14,1636;2,4;16,4318;5,57913;21,0402;12,3695;24,9464;33,9353;40,97;40,2277;18,5618;23,0368;48,9445;10,2133
14.01.2016 09:00;5,57427;18,7267;31,5311;26,7039;11,7092;30,4114;22,6602;6,40164;27,8408;;15,0404;45,4205;29,838;49,4686;34,5897;28,6525;36,3;43,4;42,8;55,1;8,4;;5,4;48,0;3,4;13,6;7,3;;7,4;18,8;6,3;29,5;31,2;19,2;36,25135;19,6;21,1;29,18;29,8;47,1475;6,87144;11,5954;19,6354;18,0927;28,8576;9,70128;65,8003;34,547;38,3913;42,3402;22,4615;23,4863;20,7112;51,0601;76,8954;32,5411;25,8675;4,375;6,329167;4,14;10,836;13,76;28,734409;12,4;21,1;20,489157;10,24;93,91;44,14;44,69;37,57;26,3771;40,6697;24,3344;15,3;16,4;0,74607;7,1;5,46395;2,60032;14,9738;;11,1235;22,9552;35,9704;33,8103;24,6019;38,3674;17,7478;15,3359;8,48082;16,4785;2,3014;18,8239;23,6474;34,2;12,0998;11,4;2,8;11,0;14,6;41,7289;17,2717;47,3077;23,4885;38,1632;52,1494;55,8984;107,446;43,4804;47,1281;40,7991;7,44193;43,9437;35,2233;6,41795;29,2535;39,9355;15,0776;;16,1519;14,5866;2,6;17,9271;14,7405;22,1172;11,7885;;45,2321;47,1244;33,1571;19,0302;25,4072;40,0622;12,2804
14.01.2016 10:00;4,96317;21,356;21,6444;43,5489;13,8448;32,92;18,8847;7,96074;22,6518;;21,4437;53,4556;26,8001;50,4347;18,1257;21,7163;33,9;34,2;42,1;47,7;4,1;6,5;;57,6;4,1;12,0;6,7;23,1;8,8;15,0;8,4;27,6;32,8;19,6;33,93662;18,8;24,2;25,5;31,6;35,754;7,67955;11,8144;20,9224;28,5388;29,7551;10,6174;72,517;40,274;38,2531;43,7795;18,981;24,3621;31,2691;62,8229;93,1635;27,5799;19,8288;6,953;4,494384;5,04;8,568;20,46;21,600465;11,3;18,8;18,753505;15,54;97,51;34,74;47,99;39,47;19,0085;20,7347;17,8515;15,0;15,2;;6,4;5,27944;3,05708;11,3298;;12,0609;22,5228;32,1161;26,7734;25,2297;40,7654;19,6014;19,8374;9,51669;;2,85532;25,1563;21,6435;38,9;9,23644;13,0;2,7;12,0;15,7;26,3303;28,6704;43,0003;18,0826;44,4204;44,5006;44,9665;96,7817;39,6538;39,5375;31,353;6,06688;35,2747;33,1397;6,84284;20,4611;24,9955;12,4568;3,72279;16,7642;11,4897;2,6;14,008;12,0683;19,8672;12,045;31,279;36,2558;38,2231;26,6906;17,1644;23,804;33,2529;13,7892
14.01.2016 11:00;4,85955;20,6317;30,8137;29,4071;12,3867;;15,24;7,62384;17,7542;;11,6379;;24,1378;48,4334;18,4573;23,9354;36,3;33,3;40,2;45,7;6,0;12,0;12,8;48,6;5,5;13,4;6,0;22,2;9,5;14,0;8,4;27,6;28,6;17,7;33,80271;15,5;21,8;23,85;41,5;30,1212;7,95484;12,8623;16,9561;20,2842;29,8571;9,40173;66,1999;30,3974;31,2032;40,553;22,8029;17,3174;15,0903;50,1392;69,956;18,076;14,0797;5,31;4,076159;;9,576;16,26;24,158426;13,0;19,5;25,217853;15,74;71,61;36,14;35,89;26,57;16,072;18,1286;18,3196;11,7;13,8;0,78433;7,0;5,60698;3,00078;12,3814;;9,50516;19,367;32,6468;29,0588;24,9501;34,9862;16,6116;13,0321;11,0293;;3,0704;28,0834;18,9806;46,8;5,27797;12,6;2,7;10,0;14,6;16,4236;17,0853;42,1968;16,9529;40,838;38,3626;34,0812;72,0388;28,9053;41,0209;17,0555;5,48107;27,8655;26,2374;5,89533;8,86835;19,1762;11,5713;4,95228;15,3424;13,9009;3,8;12,5694;11,6492;21,0841;11,8294;28,2205;35,0602;36,9308;24,1107;15,2843;22,0666;30,9941;
14.01.2016 12:00;5,1194;9,84982;21,7882;15,7334;17,1633;22,0138;14,279;7,81103;11,1532;;16,7648;57,1185;24,8387;45,9519;20,3331;22,6919;38,9;34,7;38,0;48,1;8,3;16,6;22,8;59,1;7,0;15,9;8,2;23,3;9,6;21,8;7,3;25,6;29,8;18,4;30,97147;14,6;19,8;26,5;31,9;35,8507;7,83937;13,6206;20,0466;19,3117;29,3736;8,07554;70,7337;22,272;33,5657;46,7665;14,1646;15,3343;9,78633;47,2925;66,0161;12,3104;14,2348;6,337;5,150072;;8,946;16,46;13,516388;13,4;27,7;20,9822;23,74;71,01;28,84;41,89;26,97;9,95196;21,3609;18,8792;9,5;13,5;1,41562;6,1;4,90378;2,4702;9,3381;;18,5231;17,4667;27,5341;26,4719;17,4563;32,7986;25,2253;14,1437;8,58949;;3,09388;23,6193;17,5306;39,8;6,48604;13,5;4,6;8,0;12,3;11,1182;6,21188;26,8025;12,7677;35,6015;29,0053;28,1376;60,7859;19,4411;39,1801;13,1315;5,48638;18,8043;26,444;6,14834;7,13443;18,9208;10,2104;;16,7612;14,131;3,7;13,757;12,6885;16,9814;14,1759;27,6725;30,9011;31,3605;22,9007;14,271;18,1227;33,959;14,0118
14.01.2016 13:00;6,46116;7,43732;18,4367;14,2864;15,0457;21,3252;18,0384;9,1181;11,7894;;19,6789;50,0892;21,1323;45,9962;22,66;16,557;34,6;33,9;37,0;48,6;7,4;20,8;29,9;38,7;7,7;15,1;10,7;17,2;14,4;22,0;8,3;21,5;26,9;14,6;27,66198;26,1;22,5;31,39;29,9;29,5819;8,32755;11,9148;21,1833;18,4663;28,1312;9,1537;70,0355;21,8019;37,4358;41,0814;17,1362;15,2057;7,92542;33,0625;54,845;12,213;13,5387;9,459;11,523986;;16,884;15,86;19,47435;16,4;23,7;21,446548;17,74;87,31;30,84;43,29;24,17;9,21265;28,4;18,4238;10,6;15,2;1,66431;6,7;4,55149;2,32255;10,6282;;14,3667;12,4275;21,0576;25,8245;15,5966;31,0896;17,411;;8,43084;22,7923;3,34508;18,5811;17,1279;31,4;6,48445;11,5;3,9;9,0;15,5;18,9642;10,3747;28,5616;14,4235;25,6533;21,3432;23,703;81,9019;21,139;26,213;11,4562;8,48344;20,1657;24,3817;10,9681;9,87427;21,1872;12,6295;;16,9484;12,4696;4,1;18,1504;12,7944;18,2537;12,5828;29,0141;28,2217;32,7671;23,4056;13,4897;18,2342;31,9368;14,3373
14.01.2016 14:00;7,47877;13,0977;19,3648;13,9734;12,7618;19,0588;17,5587;7,92832;7,85956;;13,0105;54,1507;19,5073;41,4489;19,7948;18,2553;42,2;39,3;36,2;57,9;7,8;21,0;26,6;56,3;7,8;15,7;7,0;24,6;17,3;17,6;7,8;23,6;30,6;20,1;30,18714;18,5;26,8;37,06;27,0;27,1662;7,81004;10,6767;18,1198;22,963;29,4012;10,3822;82,6953;25,311;37,9592;47,9524;27,6628;18,5768;10,8664;15,3125;41,8102;19,7513;11,8803;9,412;13,097899;7,54;23,562;19,76;34,732311;16,1;24,1;24,710896;18,44;104,11;43,34;52,19;37,77;9,65772;28,3448;17,2765;15,0;16,6;2,37212;9,9;3,977;3,65298;14,2642;;13,8568;23,1586;22,097;25,7539;17,6045;26,8033;;13,3998;7,41449;24,4576;3,73104;20,2142;17,1518;35,4;13,7743;11,2;4,1;9,0;17,3;17,8722;7,48442;47,006;28,484;35,2075;27,9149;29,6057;87,0804;22,6568;30,5346;13,0743;6,87948;21,0951;31,01;23,4868;9,0182;26,7747;14,1166;;18,613;16,993;4,5;19,4892;12,8987;21,6862;12,0985;26,1929;35,4798;41,4319;25,0603;15,7469;20,6755;35,8511;17,3891
14.01.2016 15:00;9,07559;13,094;25,7342;17,5805;16,4699;20,3761;14,3221;7,82258;17,2007;;14,6881;46,7593;22,2556;34,9787;17,988;24,9025;40,6;39,4;36,4;54,8;6,9;20,1;25,4;57,6;9,4;18,7;7,6;28,1;19,8;22,8;11,7;25,6;40,6;27,3;41,05298;18,6;40,8;38,47;30,1;31,4577;7,65088;12,5126;19,2777;29,2556;37,125;8,6927;92,2587;35,7702;44,9752;58,8986;59,4389;29,321;13,2883;17,5805;52,6045;28,1615;10,9934;8,508;20,771812;8,84;29,484;33,86;35,590273;18,8;27,7;29,975244;23,34;108,51;50,44;52,29;42,57;16,2185;31,0759;18,4849;19,5;22,1;2,1043;22,7;12,7276;4,93402;20,7517;;18,932;38,8428;28,9156;26,6876;19,8115;;22,5297;17,7359;9,61576;23,6342;4,11752;20,9416;15,9931;42,9;18,5206;17,8;7,8;11,0;17,6;17,6575;12,8157;57,3053;43,3544;32,4951;30,8514;37,5129;84,1753;25,7915;34,5594;26,0205;9,26523;19,4754;24,5108;33,0096;9,18081;30,8521;18,0933;;23,3997;16,8118;4,9;20,6645;15,7702;21,7854;14,3814;28,4575;30,9064;36,7867;29,1878;16,4374;22,1833;36,9467;18,0482
14.01.2016 16:00;10,2473;16,7983;34,973;23,1818;18,0824;26,7878;30,9165;7,55476;21,8754;20,374;18,2362;58,5654;26,7703;45,8296;25,9318;33,6194;41,6;37,9;36,2;52,7;7,4;20,7;29,4;59,1;10,3;20,3;22,0;41,7;22,2;24,8;12,6;32,9;47,3;33,2;43,69292;29,2;52,3;55,78;34,8;43,8401;7,58489;14,7243;13,3623;35,0653;65,4023;14,0644;103,077;62,8515;63,0137;87,414;66,2755;22,6845;29,8286;51,3502;88,2578;28,7717;17,8844;9,344;21,745725;9,44;37,926;46,06;36,948234;23,0;38,8;49,439592;34,24;102,71;58,24;57,59;46,07;14,1775;32,2927;23,4188;26,5;30,1;7,17375;26,4;31,89;4,16285;35,5017;32,7873;34,6662;62,6095;38,6037;31,1818;28,5624;37,7333;30,3493;23,9599;22,527;27,9457;4,8066;29,4447;21,9058;51,7;19,9979;44,6;14,1;26,0;30,4;14,6876;21,1016;57,0774;40,5668;36,9769;31,9333;34,4569;83,7615;29,6461;33,8472;34,4218;9,60036;23,1988;27,4515;29,9683;20,1752;44,3704;28,681;;29,9279;19,0434;5,2;28,1137;16,7124;26,3968;20,9868;29,5747;36,1623;42,1643;30,4257;25,5884;25,3247;49,8156;25,7615
14.01.2016 17:00;12,4079;22,0149;45,3841;23,7207;16,0633;32,1894;50,5576;10,5337;33,9513;20,917;19,9042;67,8631;42,3384;61,4525;41,3585;53,9041;36,5;37,3;35,8;51,3;7,7;22,7;29,3;48,7;12,8;30,4;10,5;50,7;31,6;25,6;13,5;42,8;57,2;44,6;53,33444;42,8;54,0;52,84;39,5;58,6625;11,9429;15,9906;14,7529;37,1691;64,9134;26,3537;96,2521;63,0475;67,7197;86,7368;94,111;26,9903;45,9518;58,1393;93,6017;30,471;25,7187;13,767;19,519638;10,14;32,13;43,66;36,906196;21,0;37,8;60,20394;37,54;113,71;58,64;;53,27;;45,3257;;29,0;26,7;5,43292;28,3;56,8611;9,91106;50,0717;36,8041;64,083;71,2682;41,0521;52,702;29,4293;43,2765;49,8831;35,5839;33,9918;39,5099;5,43588;38,4897;38,0997;42,2;24,7218;59,2;18,8;38,0;40,5;24,9514;10,9685;62,6;47,0061;42,8551;39,2274;41,049;83,846;35,7837;42,9403;41,4476;12,2543;35,9532;33,5444;30,6451;36,6913;48,5089;31,6721;;48,6232;19,21;6,4;32,3795;21,2067;30,4225;21,5525;29,7418;46,3469;48,4425;31,903;49,3806;23,5156;62,1575;26,0239
14.01.2016 18:00;8,58246;18,3467;39,5789;17,3498;33,3064;39,3265;48,7548;12,2002;38,365;14,9369;34,7698;58,0819;46,8951;62,0216;50,06;55,2809;32,3;36,1;35,4;50,8;13,0;18,1;31,4;56,9;12,6;30,8;11,1;60,2;30,6;26,8;16,5;33,9;51,8;39,5;44,5729;40,9;51,2;50,76;34,3;51,3997;9,69683;17,3764;17,0725;44,7392;47,2585;25,4652;102,611;73,5561;65,0718;93,8229;78,6212;49,8321;50,46;62,7469;90,1102;36,565;42,1354;16,967;21,693551;12,64;26,838;51,96;43,964158;31,1;42,6;44,868287;29,04;104,81;61,94;;54,47;20,1063;43,1031;26,3213;19,4;19,4;4,22773;30,1;48,847;7,88434;49,7164;30,1416;59,5216;74,1251;41,9039;57,4044;41,8291;48,9446;53,5395;50,1816;32,3765;40,1052;5,78868;29,3328;55,7959;43,4;21,3331;57,7;22,3;32,0;53,1;24,8254;15,1027;54,4256;48,0232;56,3832;41,0054;49,6844;85,6751;44,7394;54,5621;48,4411;9,68428;49,7672;33,6608;29,8293;38,6437;51,2668;36,327;;53,955;19,6069;7,9;36,2114;20,2403;39,847;21,3563;31,612;51,0716;47,6409;34,4127;51,5305;19,5872;78,1076;16,4878
14.01.2016 19:00;5,28679;11,9419;43,0455;15,3476;35,1328;34,18;45,3275;11,579;25,4596;22,7486;37,5522;56,6923;40,9781;59,3838;39,7638;52,112;38,5;33,1;34,9;44,5;15,2;19,7;23,8;57,6;11,9;25,2;11,1;60,4;28,7;34,5;18,0;34,6;46,7;36,8;41,68427;38,0;44,8;48,39;38,4;44,4406;7,32206;17,022;16,2919;48,359;45,802;28,1887;116,937;88,0262;61,6342;91,8111;70,0698;46,3084;45,7976;61,259;90,7118;24,5626;67,582;16,178;21,967464;14,04;36,918;47,46;33,722119;30,1;36,7;31,132635;28,04;73,51;60,04;58,09;43,97;21,296;31,2062;27,9266;22,6;18,5;5,3564;31,7;39,5049;7,57418;37,5014;34,296;43,6511;67,5414;39,7439;49,8605;33,3777;48,0905;51,1331;50,6496;40,8464;35,5292;5,28356;38,1618;55,7258;54,7;26,2323;54,3;20,7;32,0;43,4;19,5455;14,0357;56,029;47,9966;55,8281;52,6213;52,3118;83,9713;52,0423;55,4554;46,3292;10,3954;45,7473;39,1434;27,8329;41,8968;47,0999;21,9616;;47,407;18,4751;7,5;37,3188;21,3553;36,8063;23,2059;39,0195;52,956;46,7745;34,6402;49,0497;16,8522;66,3209;12,3574
14.01.2016 20:00;4,74637;14,2758;25,4515;39,4439;27,2725;35,5196;42,6805;13,9814;26,9273;20,786;18,3186;48,4778;39,9727;51,8051;43,8284;58,0139;40,9;32,2;33,4;43,1;15,3;19,2;22,3;51,3;9,6;19,4;11,6;46,0;27,1;28,8;17,6;41,1;47,5;41,6;47,00241;35,1;43,7;42,59;41,2;40,0449;10,4941;18,4488;9,33969;45,1888;49,442;35,2971;100,215;102,313;55,2788;95,4513;61,0216;51,1499;28,3304;60,9205;85,2214;17,3598;69,6624;13,835;20,841377;18,94;37,044;36,06;26,880081;23,4;31,6;29,196983;23,54;66,11;47,64;50,59;34,87;28,3836;33,451;24,7399;23,1;20,2;7,61374;36,8;24,057;6,59587;34,2542;39,2539;61,5235;62,4523;38,1775;46,8759;38,5962;40,3618;46,5721;53,6701;34,6317;31,4017;5,96012;31,8874;48,7703;52,0;28,303;48,4;18,6;32,0;50,6;25,2149;10,5412;57,6202;45,0365;57,7027;50,8619;41,6529;66,0936;50,7589;52,3288;48,7085;8,2524;48,2565;39,5922;31,351;41,5652;41,0014;19,4464;;44,7411;22,3786;9,3;36,1129;20,012;37,9797;25,1332;42,5766;44,5475;46,7859;32,6894;43,1331;32,4114;59,3495;12,6978
14.01.2016 21:00;7,27578;9,41621;28,7788;42,8246;42,7848;38,1686;39,7846;23,6962;24,1496;27,5657;16,3987;52,0485;39,9466;51,2976;39,488;52,0761;40,7;28,9;31,9;38,5;14,5;19,0;26,6;56,0;8,5;15,2;13,1;54,9;20,2;16,3;20,6;41,3;46,6;44,5;46,25634;39,6;46,4;41,13;40,8;38,8684;11,3309;18,2082;12,4111;39,0167;47,013;38,7966;107,324;70,0311;52,438;90,5815;64,0881;42,6025;25,2276;47,1815;68,6668;13,3506;59,5522;14,642;20,11529;19,44;27,972;36,66;31,538042;23,7;30,5;30,361331;22,14;68,01;41,14;41,99;39,47;27,8169;30,7903;31,006;23,1;27,3;5,81552;33,8;16,5164;7,46848;33,0156;24,4221;50,6637;55,0725;29,8495;43,8059;42,8947;38,4877;42,1985;53,5523;32,3789;25,0067;5,8272;20,6917;48,2084;35,4;27,8207;42,5;22,7;33,0;41,3;21,9915;10,2875;54,0569;45,869;52,7264;45,2653;43,2526;67,0703;47,2112;52,8992;37,7605;7,6565;47,3356;39,4839;28,688;39,3148;36,1813;17,0507;;39,1603;19,9218;8,4;33,1001;20,885;36,6904;25,592;34,7285;49,525;51,8123;27,7895;40,1674;31,7098;46,8663;13,4313
14.01.2016 22:00;7,03718;7,1137;22,3656;40,3053;41,9213;32,6076;39,1062;25,225;27,3539;30,0904;13,5345;39,0587;36,7259;51,2615;39,3876;50,0818;34,0;30,8;29,9;38,0;14,9;16,3;20,9;44,8;6,5;13,5;13,5;55,1;19,9;14,0;20,9;42,3;45,5;58,9;47,21284;39,0;39,3;42,31;40,7;35,229;10,5;17,6992;20,4484;37,8237;44,6191;54,7135;105,513;25,4634;47,8622;77,8635;70,3322;29,0532;16,4218;34,8543;59,6556;17,705;69,0837;17,153;23,689203;24,34;26,964;38,26;38,896004;21,1;29,3;27,625679;15,84;68,31;42,74;42,39;34,07;26,7399;28,8008;36,1929;19,3;20,1;5,71987;31,4;19,2836;7,08715;29,6335;22,5892;41,4174;55,8497;27,6952;41,4305;42,1464;39,9506;38,2656;52,2286;23,1132;20,7124;6,03204;21,5337;46,327;31,7;27,2668;42,0;17,1;35,0;30,4;19,0014;9,74961;56,3087;49,5297;49,9705;41,1438;45,7844;73,7092;49,5843;53,2072;51,0936;5,81726;39,1857;37,8024;23,2186;35,6387;35,1241;16,0665;;26,45;14,5959;7,8;33,5426;19,244;33,9542;23,4158;21,3968;44,4747;47,8411;23,5931;28,9275;25,3647;41,3119;12,8571
14.01.2016 23:00;6,90221;9,76268;19,3073;40,3101;18,8808;29,8678;35,4335;25,7293;31,2134;18,7252;10,8377;44,431;31,6681;43,7577;36,4017;51,8864;31,1;24,6;27,8;35,0;14,2;15,7;21,3;39,4;;10,4;10,6;49,0;18,0;10,4;23,2;38,2;42,9;52,2;45,45288;33,8;37,3;37,63;42,9;31,0671;9,41903;15,397;31,2483;32,3037;33,588;56,4916;76,7979;18,1776;43,1541;69,037;60,5283;24,8695;19,7519;21,6318;51,2954;19,2921;56,8081;19,61;21,363116;29,24;31,374;37,36;41,353966;26,9;35,3;27,190027;16,44;67,31;46,44;45,79;37,57;27,3634;30,0245;40,6975;17,8;17,6;3,88339;31,6;11,7873;6,32341;18,9996;31,8263;38,8741;36,9903;35,868;41,7684;37,7175;40,1406;38,554;46,4315;25,1063;18,6201;5,87728;19,0109;45,4341;26,1;30,6269;47,2;15,4;31,0;29,7;19,5493;9,29976;55,1925;45,5705;47,6496;34,2916;49,9112;69,9139;48,7361;45,8261;49,6067;4,72901;34,9834;36,2749;25,1963;34,5924;34,1797;17,3525;;23,8119;12,5968;7,2;32,7084;20,1913;36,7603;22,5281;21,8027;39,8445;41,2701;16,4901;28,1384;17,2758;39,2927;14,8605
15.01.2016 00:00;7,66582;12,0062;13,737;38,1001;9,26423;25,6555;26,9162;21,6111;16,4798;15,9687;12,5737;40,9196;26,2209;36,7987;36,6207;53,6033;28,8;26,7;26,0;27,6;15,8;11,7;19,8;37,1;4,8;11,8;8,8;40,7;16,7;8,4;22,6;41,1;42,4;39,1;41,58862;31,7;34,6;28,97;42,2;24,1282;11,3308;15,5197;24,7112;29,1419;32,478;54,2514;71,9915;29,4186;34,5605;61,8521;54,9821;16,0889;34,7841;14,9623;38,0526;26,1509;37,7557;22,393;25,137029;35,54;32,886;33,36;40,011927;26,5;33,8;26,954374;16,54;55,81;48,84;41,29;31,27;27,5997;34,9287;36,8104;15,2;15,2;3,48166;26,7;8,29301;6,43972;16,9176;31,3786;32,7173;11,8549;36,8771;39,8881;37,3838;37,9861;37,4318;45,0601;26,7156;13,6743;5,5916;14,3428;41,4693;23,4;23,9339;48,4;14,7;32,0;28,7;18,7628;7,59383;51,8699;42,5898;44,2051;43,5457;51,1784;63,0864;43,4464;36,7621;43,0202;5,56604;29,8705;29,978;22,4251;34,9755;33,5781;13,6984;;24,3309;15,0311;6,9;28,8327;19,0362;30,9097;21,2456;24,1265;40,4871;38,0657;13,7098;;17,9772;26,2257;19,6548
15.01.2016 01:00;7,80291;11,538;14,7605;33,1921;8,65154;22,55;20,5969;20,5621;6,47575;12,0992;11,7325;32,3484;20,6636;34,3187;35,2082;48,5232;35,1;26,6;25,2;23,9;21,4;8,9;24,4;31,7;;13,8;7,5;29,0;14,3;7,4;24,7;44,6;42,6;41,4;42,00948;37,9;32,8;20,51;39,2;20,6588;15,1218;15,7089;18,2022;25,469;25,5455;52,5492;63,3176;28,7383;30,4189;57,7371;43,2589;15,3731;37,6949;13,4255;24,9028;42,669;37,6468;22,475;24,810942;33,24;35,658;38,66;38,569889;23,2;33,0;19,118722;16,14;47,41;45,44;38,39;25,87;26,0144;32,0383;36,0494;16,3;13,3;2,37212;25,1;28,7778;7,45414;11,5941;24,9192;31,4213;20,9709;35,648;39,8112;35,4496;37,0622;38,4187;43,0858;24,2796;12,0234;5,14276;19,4629;35,4098;16,8;22,8086;41,7;19,2;25,0;26,4;12,9329;6,9942;46,0553;38,2605;29,0855;44,8529;51,2756;56,3737;38,4961;32,974;40,7628;4,51444;21,2486;27,169;16,6041;31,6942;27,1947;10,8932;;22,7258;15,7267;7,4;30,684;16,7334;27,5525;18,799;29,7862;34,0633;35,9758;11,4142;16,5988;20,5009;21,271;17,7269
15.01.2016 02:00;7,27312;9,59529;13,8329;29,3018;8,61435;19,4111;22,0293;21,5154;5,97263;11,1757;9,58413;30,8934;19,4122;29,8949;19,8431;30,1956;31,7;26,9;26,3;12,0;17,8;27,2;29,3;25,3;4,2;12,3;7,1;17,7;13,6;7,4;28,1;38,5;41,1;46,1;40,5556;38,4;29,6;18,63;40,2;19,4694;14,7388;15,4539;22,0728;25,9902;25,7516;52,7192;40,8898;27,231;33,9595;38,693;29,7507;20,7741;24,0151;7,52659;24,0467;28,5452;33,2145;22,555;25,484855;27,74;32,382;36,06;33,32785;31,9;37,4;18,68307;13,64;40,61;33,44;39,49;24,87;23,1336;35,9728;34,4749;13,8;9,1;2,83124;22,8;20,4876;8,69482;9,9808;20,4218;29,6157;8,61037;33,4692;37,0805;29,2861;34,0115;39,4678;44,254;21,0888;10,3617;4,61444;13,5308;35,5021;13,7;9,94155;36,5;20,3;27,0;19,5;9,64258;7,61613;42,9217;36,3374;28,7222;41,671;53,3469;63,3748;39,5475;34,3863;40,619;4,90587;23,896;32,5752;13,3309;28,9671;24,9263;11,1026;;20,7691;15,1265;7,7;24,9935;16,5376;32,2244;18,0836;23,1874;30,8634;36,2898;10,5672;17,1028;19,8146;21,681;12,4785
